用户名       ,时间                  ,问题内容,答案内容
ntcwer    ,2025-02-14 09:58:25 ,为什么在国内的网站很少听到日韩伪史论，东南亚伪史论，印度伪史论或波斯阿拉伯伪史论？,因为伪史高皇帝福缅科看不上这些地区，而传统伪史论的所有论点和方式都可以追溯到这位高人的头上。 在他的大作里西方伪史论只是一部分，还包括东方伪史论。古埃及、古希腊、古罗马和古代中国属于树大招风，他对这些古文明证伪，是为了证明文明发源自俄罗斯，只有俄罗斯是真正的古文明。。。。。。 也正是因为这样，传统伪史论只会倒腾西方伪史论（以古埃及、古希腊、古罗马等为主）和东方伪史论（以中国为主），不怎么提俄罗斯、日韩、东南亚、印度、波斯、阿拉伯等这些地区。。。。。。因为超纲了和不能反对自己祖宗。。。。。。 但是随着国内政治、经济、军事发展，民族主义开始兴起，在这个大环境背景下伪史论也开始进化了，开始顺着高皇帝的思路，向中国是唯一古文明，是最强国家发展。因此日韩伪史论，东南亚伪史论，印度伪史论和波斯阿拉伯伪史论等也开始出现了，而且越来越离谱。。。。。。
ntcwer    ,2025-02-14 09:29:06 ,“人类历史大部分时间中国都是世界最强的国家”有哪些时期中国不是世界上最强的国家呢？,朝代末期和分裂时期不是。 然后整体上是安史之乱以后开始走下坡路，宋和明中兴以后，开始衰落，直至鸦片战争打开国门。
ntcwer    ,2025-02-13 09:38:39 ,假如没有土木堡之变，朱祁镇会得到怎样的评价？,估计也不会太好，大权会逐渐落入王振这个宦官手里。 朝政会继续乌烟瘴气。
ntcwer    ,2025-02-13 09:29:13 ,2025年安卓手机配置是否可卷4k屏幕了？,像我用的小米14u，屏幕分辨率是3200x1440，已经很接近索尼Xperia1系列的4k分辨率3840x1644。 感觉上4096x2160或者3840x2160也不是不可以，电池可以加大到7500mah。毕竟当年Lumia 950xl都用上了2k屏（5.7英寸，分辨率：2560x1440），现在旗舰机在屏幕上做点文章也是可以的。
用户名       ,时间                  ,问题内容,答案内容
ntcwer    ,2025-04-01 12:41:34 ,如果不用公元纪年法，你想用谁的出生作为分割点？,地球。。。。。。 现在应该是46（或者45.5）亿年XX月XX日。
ntcwer    ,2025-04-01 11:27:32 ,三国相关有什么旅游景点？,南京的孙权墓（梅花山，明孝陵就在附近）、石头城遗址（清凉山一带，不过现在只能看到明城墙）。
ntcwer    ,2025-04-01 10:09:13 ,魔爪功能饮料到底有多恐怖？,我喝了没啥感觉，该睡觉还是睡觉，大概可乐喝多了。。。。。。。对这类饮料免疫了。。。。。。
ntcwer    ,2025-04-01 09:18:08 ,为什么现在的人觉得自己穿越回古代，手握70万兵马，就能推翻皇帝？,没啥，就是梦里啥都有。。。。。。。因为都没有真的打过仗，以为打仗和游戏一样，实际上的指挥水平可能就是个某嗨。。。。。。
ntcwer    ,2025-04-01 08:57:35 ,为什么赵匡胤篡位，就不走称王、监国、假节假黄钺、九锡、剑履上殿那一套流程了？,时代变了，原来可能还要做个样子，自从朱温篡唐后，这套行为艺术已经用不着了，不如直接登基。 另外赵匡胤是军队拥戴，直接黄袍加身的，也来不及走流程，花时间走流程就换人了。
ntcwer    ,2025-03-31 14:18:03 ,为什么大家都不玩《绝地求生》了?,我只保留荒野行动，因为可以自己建房间，然后打机器人玩，不管怎样都能吃到鸡。虽然无聊点，但是有时候可以作为消遣。 绝地求生竞技性太强了，人根本打不过，连当做一种消遣都难受，落地成盒体验太差。。。。。。
ntcwer    ,2025-03-31 11:08:00 ,网传台湾渔民捕捞到一头三米长的儒艮，此前在我国「功能性灭绝」的儒艮「打赢复活赛」了吗？,这是好消息，说明儒艮还在这片水域繁衍生息，只是族群数量不明，如果能够追踪到族群，并且进一步采取保护措施，儒艮还是能真正打赢复活赛的。
ntcwer    ,2025-03-28 08:59:30 ,欧美文明超过东方文明的时间，是大明统治时期，还是大清统治时期？,明代宗朱祁钰（1428年9月11日～1457年3月14日）时期开始超越，节点就是1453年，东罗马帝国灭亡，欧洲的中世纪结束。不过明朝一直和欧洲有联系，因此双方差距没有那么大。 真正被拉大差距是在清朝殖民统治时期。 彻底超越是在甲午战争时期，因为甲午战争把“中体西用”的裤衩子都给扒了。。。。。。
ntcwer    ,2025-03-27 09:36:03 ,如果有位皇帝前半生英明神武，晚年昏招频出却没亡国，他的评价会是如何？,我就想到萧衍和李隆基。 萧衍前期还是英明神武的，后期直接昏庸了，侯景之乱把自己送走，不过梁朝没被送走，还是苟延残喘了很长时间。 李隆基是太经典了，前期开元盛世，后期天宝之乱（安史之乱），李隆基去世后唐朝还是延续了145年左右。 评价的话，可以参考毛主席对2人的评价： 萧衍善摄生，食不过量，中年以后不近女人。然予智自雄，小人日进，良佐自远，以至灭亡，不亦宜乎。“专听生奸，独任成乱”，梁武有焉。 “唐明皇不会做皇帝，前半辈会做，后半辈不会做。”
ntcwer    ,2025-03-27 09:20:05 ,假如我拥有31万特种兵带着穿越到古罗马，能否解决罗马三世纪危机以及逆袭成为皇帝?,罗马帝国全盛时期才能拼凑个30万大军，你直接带31万特种兵，还带现代武器。。。。。。 在那时代，你的大军和燃烧军团没区别。。。。。。。
ntcwer    ,2025-03-27 09:10:15 ,“史万岁”为什么推倒“诸葛亮”的纪功碑？,这感觉像史万岁为了平定南中叛乱而编出来的故事。。。。。。 诸葛亮之前就平定过南中叛乱（七擒孟获），而且这故事在南中可能流传很久了。 史万岁把诸葛亮搬出来，是想震慑一下南中的叛乱分子，如果他们畏惧的话，史万岁平定也能容易些。 至于这石碑。。。。。。就是个道具，上边写啥不重要，只要把史万岁和诸葛亮联系上目的就达到了。
ntcwer    ,2025-03-27 08:58:21 ,古代没有修正带和涂改液，那他们写错字怎么办？,竹简上的错字可以用刀刮掉，然后再写。 纸头上那就直接涂黑，在后边写，或者用其它材料（比如雌黄）覆盖在上边。 实际和现在的涂改方法差不了多少。
ntcwer    ,2025-03-26 10:45:37 ,晚上手机忽然收到地震报告，应该做什么?,像我家住南京的，基本上都是看下，因为南京不在断裂带上，因此不太会有大地震，地震是有，一般震级也不大。 有次山东的地震（2023年8月6日02时33分在山东德州市平原县（北纬37.16度，东经116.34度）发生5.5级地震）把我惊醒，我看到5.3级（当时报的是5.3级）都懵了，准备直接跳窗（1楼，外边是草丛）到空旷地带，然后一看震中在山东，就继续睡了。。。。。。
ntcwer    ,2025-03-26 10:12:02 ,在古今中外的历史中，有没有人在天崩开局的前提下，像朱元璋（开局一个破碗）那样把一手烂牌打好的？,东罗马帝国的狄奥多拉皇后 狄奥多拉的父母分别是驯熊师和舞女，而她本人是娼妓。。。。。。这开局足够天崩。 最终成为查士丁尼一世的皇后。 现在有关她的镶嵌画存于拉文纳的圣维塔莱教堂。
ntcwer    ,2025-03-26 09:32:24 ,魔兽争霸3各族有哪些底层设计上无法改变的弱点？,仅限老版本，重制版没怎么玩，后边的更新内容就不太清楚了。 ud：核心英雄只有dk，集火dk就容易被翻盘，另外ud大多是穷死的，开矿比较难，最后只能卖家一波。 人族：我觉得没啥大缺点，综合实力不错，不过前期、1本升2本以及开矿之间防骚扰的压力有些大。 兽族：空军弱，缺少魔法攻击单位，反魔法能力也弱。 暗夜：缺少力量型英雄（有小酒馆问题不大），另外白虎技能太废了，熊要三本才能出来，成型前部队前排抗线能力比较脆弱。
ntcwer    ,2025-03-26 09:23:02 ,古罗马海军是同时代最强大的海军吗？,算，因为古罗马征服迦太基、继业者国家、不列颠等地，海军还是发挥很大作用，不过当时古罗马海军实力还不是最强，有些战役需要陆军的支持，征服那些地区，并且吸收对方海军技术后，至少是欧洲最强的海军。 另外古罗马海军大多在地中海作战，没有和其它地区的海军较量过，所以是不是同时代最强就不清楚了。
ntcwer    ,2025-03-25 14:07:45 ,14 岁男孩遭蜂群攻击，4 名路人挺身而出将其救下，蜂群为何会攻击人？遇到这种情况怎么应对？,这种情况一般是惊扰到蜂群，那就只有跑，跑得越远越好。 别跳河，因为根本就不清楚河水情况，容易因为水位过高淹死或者因为水位过低摔伤。
ntcwer    ,2025-03-25 10:27:10 ,如果二战流行路行舰和巨型飞船，那这两种单位归IJN管还是归IJA管？,为IJN造的就归IJN管，为IJA造的就归IJA管。 螺丝是反着拧的，零件不通用，在战场上见面，双方先互骂对方，然后再说。。。。。。
ntcwer    ,2025-03-25 10:22:34 ,墨索里尼为什么不和克拉拉·贝塔西结婚？,不清楚，大概是已经有妻子和孩子了，外边玩得花点无所谓，但是要结婚就要付出更多，而且墨索里尼情人不止克拉拉·贝塔西这一个，结婚不如继续保持情人关系。 墨索里尼这点和希特勒不同，感情方面玩得非常花。。。。。。
ntcwer    ,2025-03-25 08:54:48 ,大家支持我学生的造山引暖的地理计划及让该动物泛滥全国吗（仔细阅读↓）?,那个。。。。。。还是在长城上贴瓷砖吧，好歹有点可行性。。。。。。
ntcwer    ,2025-03-21 11:34:16 ,不说地名，用一句诗证明你是哪个省的？,“残花旧宅悲江令，落日青山吊谢公。” 一个地名都没有出现，但是江令（江淹，字文通。南朝政治家、文学家），谢公（谢安），这两人一出现，再加上南朝和东晋，那么总会想起一个一比吊糟的地方。。。。。。 这句诗出自韦庄的《上元县》，上元县，是南京自唐朝起下辖的一个县，上元也是唐朝时期南京的称呼之一。上元县与江宁县同城而治，同为南京的母县，于1912年（民国元年）撤废上元县，并入江宁县。 全文如下： 南朝三十六英雄，角逐兴亡尽此中。 有国有家皆是梦，为龙为虎亦成空。 残花旧宅悲江令，落日青山吊谢公。 止竟霸图何物在，石麟无主卧秋风。
ntcwer    ,2025-03-21 10:15:45 ,魔兽争霸总是报错；这个错误谁见过？谁知道什么意思？怎么解决？,我用win11玩魔兽争霸3（1.26版本和重制版，都没有用兼容性运行）没见过这个错误。 要不你重新下个魔兽争霸3的客户端。
ntcwer    ,2025-03-21 09:25:31 ,魔兽世界11.1的8层地下堡奶萨到底要怎么打？,铜须T被砍了。。。。。。 建议切元素或者增强，然后铜须选奶妈。 当然我没怎么试过用dps，因为dk可以切t，t相对简单点。第二赛季刚开时4-6层用过冰dk，6层时打得已经很勉强，后边的7-8层就改回血dk了。
ntcwer    ,2025-03-21 09:01:43 ,如果司马师还政于曹芳，司马懿的后世风评会有怎样的变化？,那司马懿就真变成魏国忠臣了，甚至杀曹爽一事都能翻篇。
ntcwer    ,2025-03-21 08:59:03 ,如果曹操在有生之年一统三国，那么假设你是他的嫡子并继承帝位，你该怎么在史书里面洗白他当年的那些黑料？,最好的办法是不洗白，但是这些事情在史书中一笔带过。 屠城可以参考刘邦这样写： 《高祖本纪》：“齐军归，楚独追北，使沛公、项羽别攻城阳，屠之。” “南攻颍阳，屠之。因张良遂略韩地轘辕。” “及刘贾入楚地，围寿春，汉王败固陵，乃使使者召大司马周殷举九江兵而迎武王，行屠城父，随刘贾、齐梁诸侯皆大会垓下。” 至于杀吕伯奢一家、边让、伏皇后，就写那些人意图谋害曹操，然后被杀就行。 一炮害三贤，可以写曹操轻敌，着重描写张绣的阴谋诡计，以及之后张绣投降曹操时，曹操不计前嫌。
